,ua,insc,estado_civil,sit_lab_alumno,tipo_res_alumno,sit_lab_padres,estudios_padres
1175,FCEQN,FCEQN-7521,1.0,NC,-1.0,-1,1.0
1176,FCEQN,FCEQN-7552,1.0,NC,-1.0,-1,1.0
1177,FCEQN,FCEQN-7386,1.0,NC,-1.0,4,5.0
1178,FCEQN,FCEQN-7696,1.0,NC,1.0,4,5.0
1179,FCEQN,FCEQN-7689,1.0,NC,2.0,-1,1.0
1180,FCEQN,FCEQN-7481,1.0,NC,-1.0,-1,1.0
1181,FCEQN,FCEQN-7684,1.0,NC,-1.0,-1,1.0
1182,FCEQN,FCEQN-7463,1.0,NC,-1.0,-1,1.0
1183,FCEQN,FCEQN-7679,1.0,NC,2.0,-1,-1.0
1184,FCEQN,FCEQN-7456,1.0,NC,-1.0,-1,1.0
1185,FCEQN,FCEQN-7501,1.0,NC,-1.0,3,7.0
1186,FCEQN,FCEQN-7421,1.0,NC,-1.0,4,5.0
1187,FCEQN,FCEQN-7981,1.0,NC,-1.0,-1,-1.0
1188,FCEQN,FCEQN-7378,1.0,NC,1.0,4,5.0
1189,FCEQN,FCEQN-7644,1.0,NC,1.0,4,3.0
1190,FCEQN,FCEQN-7608,1.0,NC,1.0,4,3.0
1191,FCEQN,FCEQN-6251,1.0,NC,1.0,-1,-1.0
1192,FCEQN,FCEQN-7400,1.0,NC,4.0,1,5.0
1193,FCEQN,FCEQN-7855,1.0,NC,1.0,1,6.0
1194,FCEQN,FCEQN-7721,1.0,NC,2.0,3,5.0
1195,FCEQN,FCEQN-8143,1.0,NC,1.0,3,7.0
1196,FCEQN,FCEQN-8008,1.0,NC,-1.0,3,7.0
1197,FCEQN,FCEQN-7618,1.0,NC,-1.0,4,3.0
1198,FCEQN,FCEQN-7415,1.0,1,4.0,3,4.0
1199,FCEQN,FCEQN-7401,1.0,NC,-1.0,-1,1.0
1200,FCEQN,FCEQN-7413,1.0,NC,1.0,-1,1.0
1201,FCEQN,FCEQN-7443,1.0,NC,-1.0,-1,1.0
1202,FCEQN,FCEQN-7539,1.0,NC,-1.0,-1,1.0
1203,FCEQN,FCEQN-5923,1.0,NC,-1.0,-1,1.0
1204,FCEQN,FCEQN-7637,1.0,NC,-1.0,-1,1.0
1205,FCEQN,FCEQN-7066,1.0,NC,-1.0,-1,1.0
1206,FCEQN,FCEQN-7685,1.0,NC,-1.0,-1,1.0
1207,FCEQN,FCEQN-8076,1.0,NC,-1.0,-1,1.0
1208,FCEQN,FCEQN-7367,6.0,NC,-1.0,-1,1.0
1209,FCEQN,FCEQN-7909,1.0,NC,1.0,4,4.0
1210,FCEQN,FCEQN-7397,1.0,NC,-1.0,-1,1.0
1211,FCEQN,FCEQN-7581,1.0,NC,1.0,4,1.0
1212,FCEQN,FCEQN-7761,2.0,NC,1.0,4,3.0
1213,FCEQN,FCEQN-7487,1.0,NC,-1.0,3,5.0
1214,FCEQN,FCEQN-8147,1.0,NC,-1.0,-1,1.0
1215,FCEQN,FCEQN-7952,1.0,NC,1.0,4,3.0
1216,FCEQN,FCEQN-7937,2.0,NC,4.0,3,3.0
1217,FCEQN,FCEQN-7655,1.0,NC,1.0,1,5.0
1218,FCEQN,FCEQN-7407,1.0,NC,-1.0,1,5.0
1219,FCEQN,FCEQN-3326,1.0,NC,-1.0,-1,-1.0
1220,FCEQN,FCEQN-7372,1.0,NC,2.0,-1,4.0
1221,FCEQN,FCEQN-7553,1.0,NC,-1.0,-1,-1.0
1222,FCEQN,FCEQN-7326,1.0,NC,-1.0,-1,1.0
1223,FCEQN,FCEQN-8148,1.0,NC,2.0,4,5.0
1224,FCEQN,FCEQN-7717,1.0,NC,1.0,-1,1.0
1225,FCEQN,FCEQN-7958,1.0,NC,-1.0,-1,1.0
1226,FCEQN,FCEQN-7380,1.0,NC,1.0,-1,1.0
1227,FCEQN,FCEQN-7346,1.0,NC,1.0,-1,1.0
1228,FCEQN,FCEQN-7929,1.0,NC,2.0,1,4.0
1229,FCEQN,FCEQN-7453,1.0,NC,1.0,-1,1.0
1230,FCEQN,FCEQN-7361,1.0,NC,1.0,-1,1.0
1231,FCEQN,FCEQN-7376,1.0,NC,-1.0,-1,1.0
1232,FCEQN,FCEQN-7458,1.0,NC,1.0,-1,-1.0
1233,FCEQN,FCEQN-7996,1.0,NC,1.0,-1,1.0
1234,FCEQN,FCEQN-7795,1.0,NC,1.0,-1,1.0
1235,FCEQN,FCEQN-6581,1.0,NC,4.0,3,5.0
1236,FCEQN,FCEQN-7902,1.0,NC,-1.0,-1,-1.0
1237,FCEQN,FCEQN-7784,1.0,NC,1.0,-1,5.0
1238,FCEQN,FCEQN-7357,1.0,NC,2.0,-1,4.0
1239,FCEQN,FCEQN-7442,1.0,NC,-1.0,4,3.0
1240,FCEQN,FCEQN-7479,1.0,NC,1.0,-1,-1.0
1241,FCEQN,FCEQN-7652,1.0,NC,3.0,-1,1.0
1242,FCEQN,FCEQN-7642,1.0,NC,1.0,-1,1.0
1243,FCEQN,FCEQN-7390,1.0,NC,1.0,-1,1.0
1244,FCEQN,FCEQN-7535,1.0,NC,1.0,-1,1.0
1245,FCEQN,FCEQN-7438,1.0,NC,-1.0,-1,1.0
1246,FCEQN,FCEQN-8087,1.0,NC,1.0,4,3.0
1247,FCEQN,FCEQN-7733,1.0,NC,1.0,-1,1.0
1248,FCEQN,FCEQN-5591,1.0,NC,2.0,-1,1.0
1249,FCEQN,FCEQN-7935,1.0,NC,2.0,-1,1.0
1250,FCEQN,FCEQN-7424,1.0,NC,-1.0,-1,-1.0
1251,FCEQN,FCEQN-6659,1.0,NC,4.0,3,5.0
1252,FCEQN,FCEQN-7907,1.0,NC,1.0,4,5.0
1253,FCEQN,FCEQN-8032,1.0,NC,1.0,-1,1.0
1254,FCEQN,FCEQN-7702,1.0,NC,4.0,3,5.0
1255,FCEQN,FCEQN-7749,1.0,NC,-1.0,-1,-1.0
1256,FCEQN,FCEQN-7476,1.0,NC,-1.0,4,5.0
1257,FCEQN,FCEQN-3760,1.0,NC,2.0,4,5.0
1258,FCEQN,FCEQN-7994,1.0,NC,-1.0,-1,1.0
1259,FCEQN,FCEQN-7313,1.0,NC,1.0,-1,1.0
1260,FCEQN,FCEQN-8149,1.0,NC,2.0,-1,1.0
1261,FCEQN,FCEQN-7507,1.0,NC,2.0,-1,1.0
1262,FCEQN,FCEQN-7402,1.0,NC,4.0,1,5.0
1263,FCEQN,FCEQN-8019,1.0,NC,-1.0,-1,-1.0
1264,FCEQN,FCEQN-7979,1.0,NC,2.0,3,3.0
1265,FCEQN,FCEQN-8011,1.0,NC,4.0,-1,-1.0
1266,FCEQN,FCEQN-7916,1.0,Si,4.0,4,3.0
1267,FCEQN,FCEQN-7730,1.0,NC,2.0,4,3.0
1268,FCEQN,FCEQN-8150,1.0,NC,1.0,-1,1.0
1269,FCEQN,FCEQN-7523,1.0,NC,1.0,1,5.0
1270,FCEQN,FCEQN-7472,1.0,1,4.0,1,5.0
1271,FCEQN,FCEQN-7647,1.0,NC,1.0,1,3.0
1272,FCEQN,FCEQN-7801,1.0,NC,-1.0,4,3.0
1273,FCEQN,FCEQN-7722,1.0,NC,2.0,1,4.0
1274,FCEQN,FCEQN-7732,1.0,NC,4.0,-1,1.0
1275,FCEQN,FCEQN-7323,1.0,No,4.0,1,3.0
1276,FCEQN,FCEQN-7616,1.0,NC,1.0,1,5.0
1277,FCEQN,FCEQN-7649,1.0,NC,4.0,1,3.0
1278,FCEQN,FCEQN-7611,1.0,No,4.0,2,3.0
1279,FCEQN,FCEQN-8016,1.0,NC,1.0,1,3.0
1280,FCEQN,FCEQN-8119,1.0,NC,-1.0,-1,1.0
1281,FCEQN,FCEQN-7854,1.0,NC,2.0,4,5.0
1282,FCEQN,FCEQN-7705,1.0,NC,1.0,-1,1.0
1283,FCEQN,FCEQN-7571,1.0,NC,-1.0,4,5.0
1284,FCEQN,FCEQN-7337,1.0,NC,2.0,4,3.0
1285,FCEQN,FCEQN-7707,1.0,NC,2.0,4,3.0
1286,FCEQN,FCEQN-7437,2.0,Si,4.0,2,3.0
1287,FCEQN,FCEQN-7555,1.0,NC,2.0,-1,1.0
1288,FCEQN,FCEQN-7953,1.0,NC,3.0,4,3.0
1289,FCEQN,FCEQN-7579,1.0,NC,2.0,3,5.0
1290,FCEQN,FCEQN-7317,1.0,No,1.0,1,3.0
1291,FCEQN,FCEQN-7439,1.0,NC,1.0,1,5.0
1292,FCEQN,FCEQN-7330,1.0,NC,4.0,2,4.0
1293,FCEQN,FCEQN-7908,1.0,NC,2.0,-1,1.0
1294,FCEQN,FCEQN-7950,1.0,NC,2.0,4,3.0
1295,FCEQN,FCEQN-7457,1.0,NC,4.0,1,3.0
1296,FCEQN,FCEQN-7912,1.0,NC,4.0,4,5.0
1297,FCEQN,FCEQN-7470,1.0,NC,1.0,4,5.0
1298,FCEQN,FCEQN-7822,1.0,NC,-1.0,-1,1.0
1299,FCEQN,FCEQN-7557,1.0,NC,4.0,3,3.0
1300,FCEQN,FCEQN-7517,1.0,NC,1.0,-1,1.0
1301,FCEQN,FCEQN-7191,1.0,NC,3.0,-1,1.0
1302,FCEQN,FCEQN-7399,1.0,NC,-1.0,3,3.0
1303,FCEQN,FCEQN-7920,1.0,NC,-1.0,-1,1.0
1304,FCEQN,FCEQN-7987,1.0,Si,4.0,4,5.0
1305,FCEQN,FCEQN-7686,1.0,NC,1.0,1,5.0
1306,FCEQN,FCEQN-7687,1.0,NC,-1.0,1,7.0
1307,FCEQN,FCEQN-7548,1.0,NC,1.0,-1,1.0
1308,FCEQN,FCEQN-7496,1.0,NC,2.0,-1,7.0
1309,FCEQN,FCEQN-7828,1.0,NC,3.0,-1,1.0
1310,FCEQN,FCEQN-7511,1.0,NC,-1.0,-1,-1.0
1311,FCEQN,FCEQN-7898,1.0,NC,4.0,3,3.0
1312,FCEQN,FCEQN-7638,1.0,NC,4.0,1,5.0
1313,FCEQN,FCEQN-6205,1.0,NC,4.0,4,3.0
1314,FCEQN,FCEQN-7333,1.0,NC,4.0,-1,-1.0
1315,FCEQN,FCEQN-7666,1.0,NC,4.0,1,3.0
1316,FCEQN,FCEQN-8056,1.0,NC,2.0,-1,1.0
1317,FCEQN,FCEQN-7699,1.0,Si,4.0,1,5.0
1318,FCEQN,FCEQN-7428,1.0,No,4.0,3,3.0
1319,FCEQN,FCEQN-7766,1.0,NC,4.0,1,5.0
1320,FCEQN,FCEQN-7724,1.0,NC,4.0,1,5.0
1321,FCEQN,FCEQN-7755,1.0,NC,1.0,1,5.0
1322,FCEQN,FCEQN-7669,1.0,NC,4.0,1,5.0
1323,FCEQN,FCEQN-7980,1.0,No,3.0,3,3.0
1324,FCEQN,FCEQN-6400,1.0,No,4.0,1,4.0
1325,FCEQN,FCEQN-7394,1.0,NC,1.0,-1,7.0
1326,FCEQN,FCEQN-7469,1.0,NC,4.0,-1,-1.0
1327,FCEQN,FCEQN-7325,1.0,NC,4.0,1,5.0
1328,FCEQN,FCEQN-7674,2.0,1,2.0,3,5.0
1329,FCEQN,FCEQN-8151,1.0,NC,4.0,-1,-1.0
1330,FCEQN,FCEQN-7554,1.0,No,4.0,4,5.0
1331,FCEQN,FCEQN-7602,1.0,No,4.0,1,5.0
1332,FCEQN,FCEQN-8055,1.0,NC,1.0,1,3.0
1333,FCEQN,FCEQN-8107,1.0,NC,3.0,1,2.0
1334,FCEQN,FCEQN-7360,1.0,NC,2.0,1,5.0
1335,FCEQN,FCEQN-7512,1.0,NC,1.0,3,4.0
1336,FCEQN,FCEQN-7676,1.0,NC,1.0,-1,7.0
1337,FCEQN,FCEQN-8054,1.0,No,4.0,1,3.0
1338,FCEQN,FCEQN-8053,1.0,NC,3.0,-1,-1.0
1339,FCEQN,FCEQN-7914,1.0,No,4.0,-1,5.0
1340,FCEQN,FCEQN-7843,1.0,NC,4.0,3,4.0
1341,FCEQN,FCEQN-7858,1.0,NC,4.0,3,3.0
1342,FCEQN,FCEQN-7967,1.0,NC,-1.0,4,3.0
1343,FCEQN,FCEQN-7362,1.0,NC,-1.0,4,3.0
1344,FCEQN,FCEQN-7752,1.0,NC,4.0,1,3.0
1345,FCEQN,FCEQN-8152,1.0,NC,1.0,-1,-1.0
1346,FCEQN,FCEQN-7656,1.0,NC,1.0,-1,-1.0
1347,FCEQN,FCEQN-7651,1.0,NC,-1.0,-1,-1.0
1348,FCEQN,FCEQN-7812,1.0,NC,-1.0,1,5.0
1349,FCEQN,FCEQN-7406,1.0,NC,1.0,4,3.0
1350,FCEQN,FCEQN-6999,1.0,NC,-1.0,4,5.0
1351,FCEQN,FCEQN-8145,1.0,NC,-1.0,4,3.0
1352,FCEQN,FCEQN-8146,1.0,NC,1.0,4,3.0
1353,FCEQN,FCEQN-7617,1.0,NC,1.0,4,5.0
1354,FCEQN,FCEQN-7635,1.0,NC,1.0,4,3.0
1355,FCEQN,FCEQN-7798,1.0,NC,-1.0,-1,-1.0
1356,FCEQN,FCEQN-7884,1.0,S,1.0,-1,1.0
1357,FCEQN,FCEQN-8044,1.0,NC,1.0,-1,-1.0
1358,FCEQN,FCEQN-7482,2.0,NC,1.0,4,1.0
1359,FCEQN,FCEQN-7966,1.0,NC,1.0,4,5.0
1360,FCEQN,FCEQN-7447,1.0,NC,-1.0,4,3.0
1361,FCEQN,FCEQN-7566,1.0,NC,2.0,4,5.0
1362,FCEQN,FCEQN-7723,1.0,NC,-1.0,-1,-1.0
1363,FCEQN,FCEQN-7514,1.0,NC,-1.0,4,1.0
1364,FCEQN,FCEQN-7467,1.0,NC,-1.0,-1,-1.0
1365,FCEQN,FCEQN-7977,1.0,NC,-1.0,-1,-1.0
1366,FCEQN,FCEQN-7500,1.0,NC,-1.0,-1,-1.0
1367,FCEQN,FCEQN-7545,1.0,NC,-1.0,3,5.0
1368,FCEQN,FCEQN-7441,1.0,NC,-1.0,-1,-1.0
1369,FCEQN,FCEQN-7677,1.0,NC,-1.0,-1,-1.0
1370,FCEQN,FCEQN-7712,1.0,NC,1.0,-1,-1.0
1371,FCEQN,FCEQN-7791,1.0,NC,1.0,4,5.0
1372,FCEQN,FCEQN-7451,1.0,NC,1.0,4,3.0
1373,FCEQN,FCEQN-7868,1.0,NC,-1.0,-1,-1.0
1374,FCEQN,FCEQN-7589,1.0,NC,-1.0,-1,-1.0
1375,FCEQN,FCEQN-7750,1.0,NC,-1.0,-1,-1.0
1376,FCEQN,FCEQN-7592,1.0,NC,-1.0,-1,-1.0
1377,FCEQN,FCEQN-7622,2.0,NC,1.0,4,3.0
1378,FCEQN,FCEQN-7120,1.0,NC,-1.0,-1,-1.0
1379,FCEQN,FCEQN-7938,1.0,NC,-1.0,-1,-1.0
1380,FCEQN,FCEQN-8049,1.0,NC,1.0,4,2.0
1381,FCEQN,FCEQN-7978,1.0,NC,4.0,1,5.0
1382,FCEQN,FCEQN-8013,1.0,NC,-1.0,-1,-1.0
1383,FCEQN,FCEQN-7582,1.0,NC,-1.0,4,5.0
1384,FCEQN,FCEQN-7334,1.0,NC,-1.0,-1,-1.0
1385,FCEQN,FCEQN-7615,1.0,NC,2.0,-1,-1.0
1386,FCEQN,FCEQN-7572,1.0,NC,4.0,3,3.0
1387,FCEQN,FCEQN-8062,1.0,Si,4.0,1,5.0
1388,FCEQN,FCEQN-7432,1.0,NC,1.0,4,3.0
1389,FCEQN,FCEQN-7693,1.0,NC,1.0,4,3.0
1390,FCEQN,FCEQN-7783,1.0,NC,-1.0,-1,-1.0
1391,FCEQN,FCEQN-7632,1.0,NC,-1.0,-1,-1.0
1392,FCEQN,FCEQN-7549,1.0,NC,-1.0,4,3.0
1393,FCEQN,FCEQN-7772,1.0,NC,2.0,-1,-1.0
1394,FCEQN,FCEQN-7925,1.0,NC,-1.0,-1,-1.0
1395,FCEQN,FCEQN-7209,1.0,NC,-1.0,-1,-1.0
1396,FCEQN,FCEQN-7597,1.0,NC,-1.0,4,5.0
1397,FCEQN,FCEQN-7971,1.0,NC,2.0,1,5.0
1398,FCEQN,FCEQN-7584,1.0,NC,1.0,3,5.0
1399,FCEQN,FCEQN-7633,1.0,NC,4.0,1,5.0
1400,FCEQN,FCEQN-6990,1.0,NC,-1.0,-1,-1.0
1401,FCEQN,FCEQN-7475,1.0,NC,-1.0,-1,-1.0
1402,FCEQN,FCEQN-7354,1.0,NC,-1.0,1,5.0
1403,FCEQN,FCEQN-7970,1.0,NC,-1.0,-1,-1.0
1404,FCEQN,FCEQN-7695,1.0,NC,-1.0,4,5.0
1405,FCEQN,FCEQN-8154,1.0,NC,-1.0,4,3.0
1406,FCEQN,FCEQN-7911,1.0,NC,-1.0,-1,-1.0
1407,FCEQN,FCEQN-7886,1.0,NC,-1.0,4,5.0
1408,FCEQN,FCEQN-7835,1.0,NC,-1.0,-1,-1.0
1409,FCEQN,FCEQN-7814,1.0,NC,1.0,4,3.0
1410,FCEQN,FCEQN-7738,1.0,NC,-1.0,-1,-1.0
1411,FCEQN,FCEQN-7505,1.0,NC,-1.0,-1,-1.0
1412,FCEQN,FCEQN-7832,1.0,NC,-1.0,-1,-1.0
1413,FCEQN,FCEQN-7610,1.0,NC,-1.0,4,5.0
1414,FCEQN,FCEQN-7434,1.0,NC,1.0,-1,-1.0
1415,FCEQN,FCEQN-7516,1.0,NC,1.0,-1,-1.0
1416,FCEQN,FCEQN-7567,1.0,No,4.0,1,3.0
1417,FCEQN,FCEQN-7614,2.0,NC,1.0,4,3.0
1418,FCEQN,FCEQN-7675,1.0,NC,1.0,4,3.0
1419,FCEQN,FCEQN-8002,1.0,NC,-1.0,-1,-1.0
1420,FCEQN,FCEQN-3793,1.0,NC,-1.0,4,3.0
1421,FCEQN,FCEQN-8047,1.0,NC,-1.0,-1,-1.0
1422,FCEQN,FCEQN-7706,1.0,NC,-1.0,-1,-1.0
1423,FCEQN,FCEQN-7756,1.0,NC,-1.0,-1,-1.0
1424,FCEQN,FCEQN-7743,1.0,NC,1.0,4,5.0
1425,FCEQN,FCEQN-7727,1.0,NC,-1.0,-1,-1.0
1426,FCEQN,FCEQN-6617,1.0,NC,-1.0,4,5.0
1427,FCEQN,FCEQN-7563,1.0,NC,-1.0,4,5.0
1428,FCEQN,FCEQN-7926,1.0,NC,-1.0,4,3.0
1429,FCEQN,FCEQN-6371,1.0,1,4.0,-1,5.0
1430,FCEQN,FCEQN-6575,1.0,NC,-1.0,-1,-1.0
1431,FCEQN,FCEQN-8114,1.0,NC,-1.0,-1,-1.0
1432,FCEQN,FCEQN-7653,1.0,NC,-1.0,-1,-1.0
1433,FCEQN,FCEQN-7887,3.0,NC,-1.0,1,4.0
1434,FCEQN,FCEQN-7371,1.0,NC,-1.0,-1,-1.0
1435,FCEQN,FCEQN-7596,1.0,NC,-1.0,4,2.0
1436,FCEQN,FCEQN-7658,1.0,NC,-1.0,-1,7.0
1437,FCEQN,FCEQN-7435,1.0,NC,-1.0,4,7.0
1438,FCEQN,FCEQN-7678,1.0,NC,-1.0,4,3.0
1439,FCEQN,FCEQN-7585,1.0,NC,-1.0,-1,-1.0
1440,FCEQN,FCEQN-7431,1.0,NC,-1.0,-1,-1.0
1441,FCEQN,FCEQN-7933,1.0,NC,-1.0,-1,-1.0
1442,FCEQN,FCEQN-7546,1.0,NC,1.0,4,3.0
1443,FCEQN,FCEQN-7422,1.0,NC,-1.0,4,3.0
1444,FCEQN,FCEQN-7445,1.0,NC,-1.0,-1,-1.0
1445,FCEQN,FCEQN-7964,1.0,NC,-1.0,4,5.0
1446,FCEQN,FCEQN-7488,1.0,NC,-1.0,4,5.0
1447,FCEQN,FCEQN-7903,1.0,NC,-1.0,-1,-1.0
1448,FCEQN,FCEQN-7510,1.0,NC,-1.0,-1,-1.0
1449,FCEQN,FCEQN-7556,1.0,NC,-1.0,3,4.0
1450,FCEQN,FCEQN-8101,1.0,NC,-1.0,4,5.0
1451,FCEQN,FCEQN-7875,1.0,NC,-1.0,-1,-1.0
1452,FCEQN,FCEQN-7626,1.0,NC,-1.0,-1,-1.0
1453,FCEQN,FCEQN-7595,1.0,NC,-1.0,4,5.0
1454,FCEQN,FCEQN-7607,1.0,NC,-1.0,-1,-1.0
1455,FCEQN,FCEQN-7388,1.0,NC,-1.0,4,5.0
1456,FCEQN,FCEQN-7586,1.0,NC,-1.0,-1,-1.0
1457,FCEQN,FCEQN-7697,1.0,NC,-1.0,-1,-1.0
1458,FCEQN,FCEQN-7830,1.0,NC,-1.0,-1,-1.0
1459,FCEQN,FCEQN-7338,1.0,NC,2.0,-1,1.0
1460,FCEQN,FCEQN-8085,1.0,NC,-1.0,-1,-1.0
1461,FCEQN,FCEQN-8072,1.0,NC,-1.0,-1,1.0
1462,FCEQN,5103,1.0,NC,-1.0,4,3.0
1463,FCEQN,FCEQN-5883,1.0,NC,-1.0,-1,-1.0
1464,FCEQN,FCEQN-6150,1.0,NC,-1.0,-1,-1.0
1465,FCEQN,FCEQN-4194,1.0,NC,2.0,1,5.0
1466,FCEQN,FCEQN-5025,1.0,NC,1.0,-1,-1.0
1467,FCEQN,FCEQN-5435,1.0,NC,-1.0,-1,-1.0
1468,FCEQN,FCEQN-5570,1.0,NC,-1.0,-1,-1.0
1469,FCEQN,FCEQN-5730,1.0,NC,-1.0,-1,5.0
1470,FCEQN,FCEQN-4305,1.0,NC,-1.0,-1,-1.0
1471,FCEQN,FCEQN-2309,1.0,NC,-1.0,-1,-1.0
1472,FCEQN,FCEQN-5237,1.0,NC,-1.0,4,3.0
1473,FCEQN,FCEQN-6461,1.0,NC,1.0,4,3.0
1474,FCEQN,FCEQN-6218,1.0,S,4.0,-1,-1.0
1475,FCEQN,FCEQN-6465,1.0,NC,-1.0,4,3.0
1476,FCEQN,FCEQN-6473,1.0,NC,4.0,1,5.0
1477,FCEQN,FCEQN-6474,1.0,NC,-1.0,1,5.0
1478,FCEQN,FCEQN-6456,1.0,NC,-1.0,4,3.0
1479,FCEQN,FCEQN-6484,1.0,NC,1.0,4,3.0
1480,FCEQN,428,1.0,NC,-1.0,4,3.0
1481,FCEQN,5200,1.0,NC,-1.0,-1,-1.0
1482,FCEQN,FCEQN-4157,2.0,NC,-1.0,4,5.0
1483,FCEQN,FCEQN-6022,1.0,NC,4.0,3,5.0
1484,FCEQN,FCEQN-6230,1.0,NC,-1.0,-1,7.0
1485,FCEQN,FCEQN-6354,1.0,NC,-1.0,-1,-1.0
1486,FCEQN,FCEQN-6378,1.0,NC,-1.0,-1,-1.0
1487,FCEQN,FCEQN-3367,1.0,NC,-1.0,4,5.0
1488,FCEQN,FCEQN-2439,1.0,NC,-1.0,4,3.0
1489,FCEQN,FCEQN-3180,1.0,NC,-1.0,4,5.0
1490,FCEQN,FCEQN-6011,1.0,NC,-1.0,-1,-1.0
1491,FCEQN,FCEQN-5413,1.0,NC,-1.0,-1,-1.0
1492,FCEQN,FCEQN-6167,1.0,NC,-1.0,-1,-1.0
1493,FCEQN,FCEQN-5394,1.0,NC,-1.0,4,1.0
1494,FCEQN,FCEQN-6165,1.0,NC,-1.0,-1,-1.0
1495,FCEQN,FCEQN-6384,1.0,NC,-1.0,4,5.0
1496,FCEQN,FCEQN-5825,1.0,NC,-1.0,1,5.0
1497,FCEQN,FCEQN-6225,1.0,NC,-1.0,-1,-1.0
1498,FCEQN,FCEQN-5517,1.0,NC,-1.0,1,5.0
1499,FCEQN,FCEQN-5932,1.0,NC,4.0,-1,-1.0
1500,FCEQN,FCEQN-6047,1.0,No,4.0,3,3.0
1501,FCEQN,FCEQN-6060,1.0,NC,-1.0,-1,-1.0
1502,FCEQN,FCEQN-6340,1.0,NC,-1.0,-1,4.0
1503,FCEQN,FCEQN-3730,1.0,NC,-1.0,-1,-1.0
1504,FCEQN,FCEQN-5001,1.0,NC,-1.0,-1,-1.0
1505,FCEQN,FCEQN-6204,1.0,NC,-1.0,-1,-1.0
1506,FCEQN,FCEQN-6266,2.0,1,4.0,3,3.0
1507,FCEQN,FCEQN-6374,1.0,NC,-1.0,-1,-1.0
1508,FCEQN,FCEQN-1939,1.0,NC,2.0,-1,-1.0
1509,FCEQN,FCEQN-4870,1.0,NC,-1.0,4,3.0
1510,FCEQN,FCEQN-5785,1.0,NC,-1.0,-1,-1.0
1511,FCEQN,FCEQN-6120,1.0,NC,4.0,1,5.0
1512,FCEQN,FCEQN-4990,1.0,NC,-1.0,4,4.0
1513,FCEQN,FCEQN-6331,1.0,NC,-1.0,1,5.0
1514,FCEQN,FCEQN-5988,1.0,NC,-1.0,-1,-1.0
1515,FCEQN,FCEQN-6430,1.0,NC,2.0,1,5.0
1516,FCEQN,FCEQN-5501,1.0,NC,-1.0,-1,-1.0
1517,FCEQN,FCEQN-6426,1.0,NC,-1.0,-1,-1.0
1518,FCEQN,FCEQN-5216,1.0,NC,1.0,4,5.0
1519,FCEQN,FCEQN-5848,1.0,NC,-1.0,-1,-1.0
1520,FCEQN,FCEQN-5614,1.0,NC,-1.0,4,3.0
1521,FCEQN,FCEQN-5843,1.0,NC,-1.0,-1,-1.0
1522,FCEQN,FCEQN-6398,1.0,NC,-1.0,-1,-1.0
1523,FCEQN,FCEQN-5389,1.0,NC,-1.0,-1,-1.0
1524,FCEQN,FCEQN-6037,1.0,NC,4.0,1,5.0
1525,FCEQN,FCEQN-5835,1.0,NC,-1.0,-1,7.0
1526,FCEQN,FCEQN-1181,1.0,NC,-1.0,-1,5.0
1527,FCEQN,FCEQN-3578,1.0,NC,-1.0,4,5.0
1528,FCEQN,4424,1.0,NC,4.0,-1,-1.0
1529,FCEQN,FCEQN-5933,1.0,NC,-1.0,3,5.0
1530,FCEQN,FCEQN-5770,1.0,NC,-1.0,-1,-1.0
1531,FCEQN,FCEQN-5803,1.0,NC,1.0,-1,1.0
1532,FCEQN,FCEQN-6221,1.0,NC,-1.0,-1,-1.0
1533,FCEQN,FCEQN-5405,2.0,NC,-1.0,4,5.0
1534,FCEQN,FCEQN-5888,1.0,NC,-1.0,-1,-1.0
1535,FCEQN,FCEQN-6480,1.0,NC,-1.0,-1,-1.0
1536,FCEQN,FCEQN-5292,1.0,NC,-1.0,4,5.0
1537,FCEQN,FCEQN-5404,1.0,NC,-1.0,4,4.0
1538,FCEQN,FCEQN-6428,1.0,NC,-1.0,-1,-1.0
1539,FCEQN,FCEQN-6431,1.0,NC,-1.0,1,5.0
1540,FCEQN,FCEQN-5281,6.0,NC,-1.0,1,3.0
1541,FCEQN,FCEQN-4951,1.0,NC,4.0,1,5.0
1542,FCEQN,FCEQN-4690,1.0,NC,-1.0,-1,-1.0
1543,FCEQN,FCEQN-6277,1.0,NC,-1.0,-1,-1.0
1544,FCEQN,FCEQN-6376,1.0,NC,-1.0,4,3.0
1545,FCEQN,FCEQN-4303,1.0,NC,4.0,3,5.0
1546,FCEQN,FCEQN-5804,1.0,NC,-1.0,1,5.0
1547,FCEQN,FCEQN-5624,1.0,NC,-1.0,4,3.0
1548,FCEQN,FCEQN-5485,1.0,NC,-1.0,-1,-1.0
1549,FCEQN,FCEQN-5659,1.0,NC,-1.0,-1,-1.0
1550,FCEQN,FCEQN-5391,1.0,NC,1.0,-1,-1.0
1551,FCEQN,FCEQN-5398,1.0,NC,-1.0,-1,-1.0
1552,FCEQN,FCEQN-5451,1.0,NC,-1.0,-1,-1.0
1553,FCEQN,FCEQN-5832,1.0,NC,-1.0,3,5.0
1554,FCEQN,FCEQN-5907,1.0,NC,-1.0,-1,1.0
1555,FCEQN,FCEQN-5963,1.0,NC,-1.0,-1,-1.0
1556,FCEQN,FCEQN-5992,1.0,NC,-1.0,3,4.0
1557,FCEQN,FCEQN-6099,1.0,NC,4.0,1,5.0
1558,FCEQN,FCEQN-6206,1.0,NC,4.0,1,6.0
